stock_symbol,stock_name,stock_type,stock_country
ITRM,Iterum Therapeutics plc - Ordinary Share,NASDAK,US
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,NASDAK,US
IUS,Invesco RAFI Strategic US ETF,NASDAK,US
IUSB,iShares Core Universal USD Bond ETF,NASDAK,US
IUSG,iShares Core S&P U.S. Growth ETF,NASDAK,US
IUSV,iShares Core S&P U.S. Value ETF,NASDAK,US
IVA,Inventiva S.A. - American Depository Shares,NASDAK,US
IVAL,Alpha Architect International Quantitative Value ETF,NASDAK,US
IVDA,"Iveda Solutions, Inc. - Common Stock",NASDAK,US
IVDAW,"Iveda Solutions, Inc. - Warrant",NASDAK,US
IVF,"INVO Fertility, Inc. - Common Stock",NASDAK,US
IVSI,Applied Finance IVS International Large ETF,NASDAK,US
IVSS,Applied Finance IVS US SMID ETF,NASDAK,US
IVVD,"Invivyd, Inc. - Common Stock",NASDAK,US
IXHL,Incannex Healthcare Inc. - Common Stock,NASDAK,US
IXUS,iShares Core MSCI Total International Stock ETF,NASDAK,US
IZEA,"IZEA Worldwide, Inc. - Common Stock",NASDAK,US
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,NASDAK,US
JACK,Jack In The Box Inc. - Common Stock,NASDAK,US
JAGX,"Jaguar Health, Inc. - Common Stock",NASDAK,US
JAKK,"JAKKS Pacific, Inc. - Common Stock",NASDAK,US
JAMF,Jamf Holding Corp. - Common Stock,NASDAK,US
JANX,"Janux Therapeutics, Inc. - Common Stock",NASDAK,US
JAPN,Horizon Kinetics Japan Owner Operator ETF,NASDAK,US
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,NASDAK,US
JBDI,JBDI Holdings Limited - Ordinary Shares,NASDAK,US
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",NASDAK,US
JBIO,"Jade Biosciences, Inc. - Common Stock",NASDAK,US
JBLU,JetBlue Airways Corporation - Common Stock,NASDAK,US
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",NASDAK,US
JCAP,"Jefferson Capital, Inc. - Common Stock",NASDAK,US
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,NASDAK,US
JCTC,Jewett-Cameron Trading Company - Common Shares,NASDAK,US
JD,"JD.com, Inc. - American Depositary Shares",NASDAK,US
JDOC,JPMorgan Healthcare Leaders ETF,NASDAK,US
JDZG,JIADE LIMITED - Class A Ordinary Shares,NASDAK,US
JEM,707 Cayman Holdings Limited - Ordinary Shares,NASDAK,US
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,NASDAK,US
JF,J and Friends Holdings Limited - American Depositary Shares,NASDAK,US
JFB,JFB Construction Holdings - Class A Common Stock,NASDAK,US
JFBR,Jeffs' Brands Ltd - Ordinary Shares,NASDAK,US
JFBRW,Jeffs' Brands Ltd - Warrant,NASDAK,US
JFIN,Jiayin Group Inc. - American Depositary Shares,NASDAK,US
JFU,9F Inc. - American Depositary Shares,NASDAK,US
JG,Aurora Mobile Limited - American Depositary Shares,NASDAK,US
JGLO,JPMorgan Global Select Equity ETF,NASDAK,US
JHAI,Janus Henderson Global Artificial Intelligence ETF,NASDAK,US
JIVE,JPMorgan International Value ETF,NASDAK,US
JJSF,J & J Snack Foods Corp. - Common Stock,NASDAK,US
JKHY,"Jack Henry & Associates, Inc. - Common Stock",NASDAK,US
JL,J-Long Group Limited - Class A Ordinary Shares,NASDAK,US
JLHL,Julong Holding Limited - Class A Ordinary Shares,NASDAK,US
JMID,Janus Henderson Mid Cap Growth Alpha ETF,NASDAK,US
JMSB,"John Marshall Bancorp, Inc. - Common Stock",NASDAK,US
JOUT,Johnson Outdoors Inc. - Class A Common Stock,NASDAK,US
JOYY,JOYY Inc. - American Depositary Shares,NASDAK,US
JPEF,JPMorgan Equity Focus ETF,NASDAK,US
JPY,Lazard Japanese Equity ETF,NASDAK,US
JRSH,"Jerash Holdings (US), Inc. - Common Stock",NASDAK,US
JRVR,"James River Group Holdings, Inc. - Common Stock",NASDAK,US
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",NASDAK,US
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAK,US
JSML,Janus Henderson Small Cap Growth Alpha ETF,NASDAK,US
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",NASDAK,US
JSPRW,"Jasper Therapeutics, Inc. - Warrant",NASDAK,US
JTAI,Jet.AI Inc. - Common Stock,NASDAK,US
JTEK,JPMorgan U.S. Tech Leaders ETF,NASDAK,US
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",NASDAK,US
JVA,"Coffee Holding Co., Inc. - Common Stock",NASDAK,US
JWEL,Jowell Global Ltd. - Ordinary Shares,NASDAK,US
JXG,JX Luxventure Group Inc. - Common Stock,NASDAK,US
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,NASDAK,US
JYNT,The Joint Corp. - Common Stock,NASDAK,US
JZ,Jianzhi Education Technology Group Company Limited - American Depositary Shares,NASDAK,US
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",NASDAK,US
KALA,"KALA BIO, Inc. - Common Stock",NASDAK,US
KALU,Kaiser Aluminum Corporation - Common Stock,NASDAK,US
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",NASDAK,US
KARO,Karooooo Ltd. - Ordinary shares,NASDAK,US
KAT,Scharf ETF,NASDAK,US
KBAB,KraneShares 2x Long BABA Daily ETF,NASDAK,US
KBDU,KraneShares 2x Long BIDU Daily ETF,NASDAK,US
KBONU,Karbon Capital Partners Corp. - Units,NASDAK,US
KBSX,FST Corp. - Ordinary Shares,NASDAK,US
KBWB,Invesco KBW Bank ETF,NASDAK,US
KBWD,Invesco KBW High Dividend Yield Financial ETF,NASDAK,US
KBWP,Invesco KBW Property & Casualty Insurance ETF,NASDAK,US
KBWR,Invesco KBW Regional Banking ETF,NASDAK,US
KBWY,Invesco KBW Premium Yield Equity REIT ETF,NASDAK,US
KC,Kingsoft Cloud Holdings Limited - American Depositary Shares,NASDAK,US
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,NASDAK,US
KCHVR,Kochav Defense Acquisition Corp. - Right,NASDAK,US
KCHVU,Kochav Defense Acquisition Corp. - Units,NASDAK,US
KDK,"Kodiak AI, Inc. - Common Stock",NASDAK,US
KDKRW,"Kodiak AI, Inc. - Warrant",NASDAK,US
KDP,Keurig Dr Pepper Inc. - Common Stock,NASDAK,US
KE,"Kimball Electronics, Inc. - Common Stock",NASDAK,US
KEAT,Keating Active ETF,NASDAK,US
KELYA,"Kelly Services, Inc. - Class A Common Stock",NASDAK,US
KELYB,"Kelly Services, Inc. - Class B Common Stock",NASDAK,US
KEQU,Kewaunee Scientific Corporation - Common Stock,NASDAK,US
KFFB,Kentucky First Federal Bancorp - Common Stock,NASDAK,US
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,NASDAK,US
KFIIR,K&F Growth Acquisition Corp. II - Rights,NASDAK,US
KFIIU,K&F Growth Acquisition Corp. II - Unit,NASDAK,US
KG,"Kestrel Group, Ltd. - Common Stock",NASDAK,US
KGEI,Kolibri Global Energy Inc. - Common stock,NASDAK,US
KHC,The Kraft Heinz Company - Common Stock,NASDAK,US
KIDS,OrthoPediatrics Corp. - Common Stock,NASDAK,US
KIDZ,"Classover Holdings, Inc. - Class B Common Stock",NASDAK,US
KIDZW,"Classover Holdings, Inc. - Warrants",NASDAK,US
KINS,"Kingstone Companies, Inc - Common Stock",NASDAK,US
KIQQ,KraneShares InspereX Nasdaq Dynamic Buffered High Income Index ETF,NASDAK,US
KITT,"Nauticus Robotics, Inc. - Common stock",NASDAK,US
KITTW,"Nauticus Robotics, Inc. - Warrant",NASDAK,US
KJD,KraneShares 2x Long JD Daily ETF,NASDAK,US
KLAC,KLA Corporation  - Common Stock,NASDAK,US
KLAG,Leverage Shares 2x Long KLAC Daily ETF,NASDAK,US
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAK,US
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",NASDAK,US
KLTO,"Klotho Neurosciences, Inc. - Common Stock",NASDAK,US
KLTOW,"Klotho Neurosciences, Inc. - Warrants",NASDAK,US
KLTR,"Kaltura, Inc. - Common Stock",NASDAK,US
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",NASDAK,US
KMB,Kimberly-Clark Corporation - Common Stock,NASDAK,US
KMDA,Kamada Ltd. - Ordinary Shares,NASDAK,US
KMLI,KraneShares 2x Long MELI Daily ETF,NASDAK,US
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,NASDAK,US
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",NASDAK,US
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",NASDAK,US
KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,NASDAK,US
KNSA,"Kiniksa Pharmaceuticals, Ltd. - Class A Ordinary Shares",NASDAK,US
KOD,Kodiak Sciences Inc - Common Stock,NASDAK,US
KOID,KraneShares Global Humanoid and Embodied Intelligence Index ETF,NASDAK,US
KOPN,Kopin Corporation - Common Stock,NASDAK,US
KOSS,Koss Corporation - Common Stock,NASDAK,US
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,NASDAK,US
KOYNU,CSLM Digital Asset Acquisition Corp III - Units,NASDAK,US
KOYNW,CSLM Digital Asset Acquisition Corp III - Warrants,NASDAK,US
KPDD,KraneShares 2x Long PDD Daily ETF,NASDAK,US
KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAK,US
KPLTW,"Katapult Holdings, Inc. - Warrant",NASDAK,US
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAK,US
KPTI,Karyopharm Therapeutics Inc. - Common Stock,NASDAK,US
KQQQ,Kurv Technology Titans Select ETF,NASDAK,US
KRKR,36Kr Holdings Inc. - American Depositary Shares,NASDAK,US
KRMA,Global X Conscious Companies ETF,NASDAK,US
KRMD,"KORU Medical Systems, Inc. - Common Stock",NASDAK,US
KRNT,Kornit Digital Ltd. - Ordinary Shares,NASDAK,US
KRNY,Kearny Financial - Common Stock,NASDAK,US
KROP,Global X AgTech & Food Innovation ETF,NASDAK,US
KROS,"Keros Therapeutics, Inc. - common stock",NASDAK,US
KRRO,"Korro Bio, Inc. - Common Stock",NASDAK,US
KRT,Karat Packaging Inc. - Common Stock,NASDAK,US
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",NASDAK,US
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAK,US
KSCP,"Knightscope, Inc. - Class A Common Stock",NASDAK,US
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAK,US
KTCC,Key Tronic Corporation - Common Stock,NASDAK,US
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAK,US
KTTA,Pasithea Therapeutics Corp. - Common Stock,NASDAK,US
KTTAW,Pasithea Therapeutics Corp. - Warrant,NASDAK,US
KURA,"Kura Oncology, Inc. - Common Stock",NASDAK,US
KUST,"Kustom Entertainment, Inc. - Common Stock",NASDAK,US
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,NASDAK,US
KVACU,Keen Vision Acquisition Corporation - Units,NASDAK,US
KVACW,Keen Vision Acquisition Corporation - Warrant,NASDAK,US
KVHI,"KVH Industries, Inc. - Common Stock",NASDAK,US
KWM,"K Wave Media, Ltd. - Ordinary Shares",NASDAK,US
KWMWW,"K Wave Media, Ltd. - Warrant",NASDAK,US
KXIN,Kaixin Holdings - Ordinary Shares,NASDAK,US
KYIV,Kyivstar Group Ltd. - Common Shares,NASDAK,US
KYIVW,Kyivstar Group Ltd. - Warrant,NASDAK,US
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAK,US
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAK,US
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAK,US
KZIA,Kazia Therapeutics Limited - American Depositary Shares,NASDAK,US
KZR,"Kezar Life Sciences, Inc. - Common Stock",NASDAK,US
LAB,Standard BioTools Inc. - Common Stock,NASDAK,US
LACG,Leverage Shares 2X Long LAC Daily ETF,NASDAK,US
LAES,SEALSQ Corp - Ordinary Shares,NASDAK,US
LAFA,LaFayette Acquisition Corp. - Ordinary Share,NASDAK,US
LAFAR,LaFayette Acquisition Corp. - Rights,NASDAK,US
LAFAU,LaFayette Acquisition Corp. - Unit,NASDAK,US
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAK,US
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAK,US
LAND,Gladstone Land Corporation - Common Stock,NASDAK,US
LANDM,Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock,NASDAK,US
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,NASDAK,US
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,NASDAK,US
LARK,Landmark Bancorp Inc. - Common Stock,NASDAK,US
LASE,Laser Photonics Corporation - Common Stock,NASDAK,US
LASR,"nLIGHT, Inc. - Common Stock",NASDAK,US
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,NASDAK,US
LATAU,Galata Acquisition Corp. II - Units,NASDAK,US
LATAW,Galata Acquisition Corp. II - Warrant,NASDAK,US
LAUR,"Laureate Education, Inc. - Common Stock",NASDAK,US
LAWR,"Robot Consulting Co., Ltd. - ADS",NASDAK,US
LAYS,STKd 100% NVDA & 100% AMD ETF,NASDAK,US
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,NASDAK,US
LBRDA,Liberty Broadband Corporation - Class A Common Stock,NASDAK,US
LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAK,US
LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,NASDAK,US
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAK,US
LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAK,US
LBTYB,Liberty Global Ltd. - Class B Common Shares,NASDAK,US
LBTYK,Liberty Global Ltd. - Class C Common Shares,NASDAK,US
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,NASDAK,US
LCCCR,Lakeshore Acquisition III Corp. - Rights,NASDAK,US
LCCCU,Lakeshore Acquisition III Corp. - Unit,NASDAK,US
LCDL,GraniteShares 2x Long LCID Daily ETF,NASDAK,US
LCDS,JPMorgan Fundamental Data Science Large Core ETF,NASDAK,US
LCFY,Locafy Limited - Ordinary Share,NASDAK,US
LCFYW,Locafy Limited - Warrant,NASDAK,US
LCID,"Lucid Group, Inc. - Common Stock",NASDAK,US
LCNB,LCNB Corporation - Common Stock,NASDAK,US
LCUT,"Lifetime Brands, Inc. - Common Stock",NASDAK,US
LDEM,iShares ESG MSCI EM Leaders ETF,NASDAK,US
LDRX,SGI Enhanced Market Leaders ETF,NASDAK,US
LDSF,First Trust Low Duration Strategic Focus ETF,NASDAK,US
LDWY,"Lendway, Inc. - Common Stock",NASDAK,US
LE,"Lands' End, Inc. - Common Stock",NASDAK,US
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",NASDAK,US
LEDS,SemiLEDS Corporation - Common Stock,NASDAK,US
LEE,"Lee Enterprises, Incorporated - Common Stock",NASDAK,US
LEGH,Legacy Housing Corporation - Common Stock,NASDAK,US
LEGN,Legend Biotech Corporation - American Depositary Shares,NASDAK,US
LEGR,First Trust Indxx Innovative Transaction & Process ETF,NASDAK,US
LENZ,"LENZ Therapeutics, Inc. - Common Stock",NASDAK,US
LESL,"Leslie's, Inc. - Common Stock",NASDAK,US
LEXI,Alexis Practical Tactical ETF,NASDAK,US
LEXX,Lexaria Bioscience Corp. - Common Stock,NASDAK,US
LFACU,Leapfrog Acquisition Corporation - Units,NASDAK,US
LFCR,"Lifecore Biomedical, Inc. - Common Stock",NASDAK,US
LFMD,"LifeMD, Inc. - Common Stock",NASDAK,US
LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",NASDAK,US
LFS,"LEIFRAS Co., Ltd. - American Depositary Shares",NASDAK,US
LFSC,F/m Emerald Life Sciences Innovation ETF,NASDAK,US
LFST,"LifeStance Health Group, Inc. - Common Stock",NASDAK,US
LFUS,"Littelfuse, Inc. - Common Stock",NASDAK,US
LFVN,Lifevantage Corporation - Common Stock,NASDAK,US
LFWD,Lifeward Ltd. - Ordinary Shares,NASDAK,US
LGCB,Linkage Global Inc - Class A Ordinary Shares,NASDAK,US
LGCF,Themes US Cash Flow Champions ETF,NASDAK,US
LGCL,Lucas GC Limited - Class A Ordinary Shares,NASDAK,US
LGHL,Lion Group Holding Ltd. - American Depositary Share,NASDAK,US
LGIH,"LGI Homes, Inc. - Common Stock",NASDAK,US
LGN,Legence Corp. - Class A Common stock,NASDAK,US
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,NASDAK,US
LGO,Largo Inc. - Common Shares,NASDAK,US
LGRO,Level Four Large Cap Growth Active ETF,NASDAK,US
LGVN,Longeveron Inc. - Class A Common stock,NASDAK,US
LHAI,Linkhome Holdings Inc. - Common stock,NASDAK,US
LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,NASDAK,US
LI,Li Auto Inc. - American Depositary Shares,NASDAK,US
LICN,Lichen International Limited - Class A Ordinary Shares,NASDAK,US
LIDR,"AEye, Inc. - Class A Common Stock",NASDAK,US
LIDRW,"AEye, Inc. - Warrant",NASDAK,US
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",NASDAK,US
LIF,"Life360, Inc. - Common Stock",NASDAK,US
LILA,Liberty Latin America Ltd. - Class A Common Stock,NASDAK,US
LILAK,Liberty Latin America Ltd. - Class C Common Stock,NASDAK,US
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",NASDAK,US
LIMNW,"Liminatus Pharma, Inc. - Warrants",NASDAK,US
LIN,Linde plc - Ordinary Shares,NASDAK,US
LINC,Lincoln Educational Services Corporation - Common Stock,NASDAK,US
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,NASDAK,US
LINE,"Lineage, Inc. - Common Stock",NASDAK,US
LINK,"Interlink Electronics, Inc. - Common Stock",NASDAK,US
LINT,Direxion Daily INTC Bull 2X ETF,NASDAK,US
LIQT,"LiqTech International, Inc. - Common Stock",NASDAK,US
LITE,Lumentum Holdings Inc. - Common Stock,NASDAK,US
LITM,Snow Lake Resources Ltd. - Common Shares,NASDAK,US
LITP,Sprott Lithium Miners ETF,NASDAK,US
LITS,"Lite Strategy, Inc. - Common Stock",NASDAK,US
LIVE,Live Ventures Incorporated - Common Stock,NASDAK,US
LIVN,LivaNova PLC - Ordinary Shares,NASDAK,US
LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",NASDAK,US
LKFN,Lakeland Financial Corporation - Common Stock,NASDAK,US
LKQ,LKQ Corporation - Common Stock,NASDAK,US
LKSP,Lake Superior Acquisition Corp. - Class A Ordinary Shares,NASDAK,US
LKSPR,Lake Superior Acquisition Corp. - Rights,NASDAK,US
LKSPU,Lake Superior Acquisition Corp. - Units,NASDAK,US
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",NASDAK,US
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",NASDAK,US
LLYZ,Defiance Daily Target 2X Short LLY ETF,NASDAK,US
LMAT,"LeMaitre Vascular, Inc. - Common Stock",NASDAK,US
LMB,"Limbach Holdings, Inc. - Common Stock",NASDAK,US
LMBS,First Trust Low Duration Opportunities ETF,NASDAK,US
LMFA,"LM Funding America, Inc. - Common Stock",NASDAK,US
LMNR,Limoneira Co - Common Stock,NASDAK,US
LMNX,Defiance Daily Target 2x Long LMND ETF,NASDAK,US
LMRI,"Lumexa Imaging Holdings, Inc. - Common Stock",NASDAK,US
LMTL,Direxion Daily LMT Bull 2X ETF,NASDAK,US
LMTS,Direxion Daily LMT Bear 1X ETF,NASDAK,US
LNAI,Lunai Bioworks Inc. - Common Stock,NASDAK,US
LNKB,"LINKBANCORP, Inc. - Common Stock",NASDAK,US
LNKS,Linkers Industries Limited - Class A Ordinary Shares,NASDAK,US
LNSR,"LENSAR, Inc. - Common Stock",NASDAK,US
LNT,Alliant Energy Corporation - Common Stock,NASDAK,US
LNTH,"Lantheus Holdings, Inc. - Common Stock",NASDAK,US
LNZA,"LanzaTech Global, Inc. - Common Stock",NASDAK,US
LNZAW,"LanzaTech Global, Inc. - Warrant",NASDAK,US
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",NASDAK,US
LOBO,LOBO TECHNOLOGIES LTD. - Class A Ordinary Shares,NASDAK,US
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",NASDAK,US
LOGI,Logitech International S.A. - Registered Shares,NASDAK,US
LOGO,Alpha Brands Consumption Leaders ETF,NASDAK,US
LOKV,Live Oak Acquisition Corp. V - Class A Ordinary Shares,NASDAK,US
LOKVU,Live Oak Acquisition Corp. V - Units,NASDAK,US
LOKVW,Live Oak Acquisition Corp. V - Warrants,NASDAK,US
LONA,"LeonaBio, Inc. - Common Stock",NASDAK,US
LOOP,"Loop Industries, Inc. - Common Stock",NASDAK,US
LOPE,"Grand Canyon Education, Inc. - Common Stock",NASDAK,US
LOT,Lotus Technology Inc. - American Depositary Shares,NASDAK,US
LOTI,Liberty One Tactical Income ETF,NASDAK,US
LOTWW,Lotus Technology Inc. - Warrants,NASDAK,US
LOVE,The Lovesac Company - Common Stock,NASDAK,US
LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,NASDAK,US
LPAAU,Launch One Acquisition Corp. - Unit,NASDAK,US
LPAAW,Launch One Acquisition Corp. - Warrant,NASDAK,US
LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,NASDAK,US
LPBBU,Launch Two Acquisition Corp. - Unit,NASDAK,US
LPBBW,Launch Two Acquisition Corp. - Warrant,NASDAK,US
LPCN,Lipocine Inc. - Common Stock,NASDAK,US
LPCVU,Launchpad Cadenza Acquisition Corp I - Unit,NASDAK,US
LPLA,LPL Financial Holdings Inc. - Common Stock,NASDAK,US
LPRO,Open Lending Corporation - Common Stock,NASDAK,US
LPSN,"LivePerson, Inc. - Common Stock",NASDAK,US
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",NASDAK,US
LQDA,Liquidia Corporation - Common Stock,NASDAK,US
LQDT,"Liquidity Services, Inc. - Common Stock",NASDAK,US
LRCX,Lam Research Corporation - Common Stock,NASDAK,US
LRE,"Lead Real Estate Co., Ltd - American Depositary Shares",NASDAK,US
LRGE,ClearBridge Large Cap Growth Select ETF,NASDAK,US
LRHC,La Rosa Holdings Corp. - Common Stock,NASDAK,US
LRMR,"Larimar Therapeutics, Inc. - Common Stock",NASDAK,US
LRND,NYLI U.S. Large Cap R&D Leaders ETF,NASDAK,US
LSAK,"Lesaka Technologies, Inc. - Common Stock",NASDAK,US
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",NASDAK,US
LSCC,Lattice Semiconductor Corporation - Common Stock,NASDAK,US
LSE,"Leishen Energy Holding Co., Ltd. - Ordinary Shares",NASDAK,US
LSH,Lakeside Holding Limited - Common Stock,NASDAK,US
LSTA,"Lisata Therapeutics, Inc. - Common Stock",NASDAK,US
LSTR,"Landstar System, Inc. - Common Stock",NASDAK,US
LTBR,Lightbridge Corporation - Common Stock,NASDAK,US
LTCC,Canary Litecoin ETF,NASDAK,US
LTRN,Lantern Pharma Inc. - Common Stock,NASDAK,US
LTRX,"Lantronix, Inc. - Common Stock",NASDAK,US
LTRYW,"Lottery.com, Inc. - Warrant",NASDAK,US
LUCD,Lucid Diagnostics Inc. - Common Stock,NASDAK,US
LUCY,"Innovative Eyewear, Inc. - Common Stock",NASDAK,US
LUCYW,"Innovative Eyewear, Inc. - Warrants",NASDAK,US
LULG,Leverage Shares 2X Long LULU Daily ETF,NASDAK,US
LULU,lululemon athletica inc. - Common Stock,NASDAK,US
LUNG,Pulmonx Corporation - Common Stock,NASDAK,US
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",NASDAK,US
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,NASDAK,US
LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",NASDAK,US
LVO,"LiveOne, Inc. - Common Stock",NASDAK,US
LVRO,Lavoro Limited - Class A Ordinary Shares,NASDAK,US
LVROW,Lavoro Limited - Warrant,NASDAK,US
LWAC,LightWave Acquisition Corp. - Class A Ordinary Shares,NASDAK,US
LWACU,LightWave Acquisition Corp. - Units,NASDAK,US
LWACW,LightWave Acquisition Corp. - Warrants,NASDAK,US
LWAY,"Lifeway Foods, Inc. - Common Stock",NASDAK,US
LWLG,"Lightwave Logic, Inc. - Common Stock",NASDAK,US
LX,LexinFintech Holdings Ltd. - American Depositary Shares,NASDAK,US
LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",NASDAK,US
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",NASDAK,US
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",NASDAK,US
LYEL,"Lyell Immunopharma, Inc. - Common Stock",NASDAK,US
LYFT,"Lyft, Inc. - Class A Common Stock",NASDAK,US
LYRA,"Lyra Therapeutics, Inc. - Common Stock",NASDAK,US
LYTS,LSI Industries Inc. - Common Stock,NASDAK,US
LZ,"LegalZoom.com, Inc. - Common Stock",NASDAK,US
LZMH,LZ Technology Holdings Limited - Class B Ordinary Shares,NASDAK,US
MAAS,Maase Inc. - Class A Ordinary Shares,NASDAK,US
MAAY,GraniteShares YieldBOOST MARA ETF,NASDAK,US
MACI,Melar Acquisition Corp. I - Class A Ordinary Shares,NASDAK,US
MACIU,Melar Acquisition Corp. I - Unit,NASDAK,US
MACIW,Melar Acquisition Corp. I - Warrant,NASDAK,US
MAGH,Magnitude International Ltd - Ordinary Shares,NASDAK,US
MAMA,"Mama's Creations, Inc. - Common Stock",NASDAK,US
MAMK,MaxsMaking Inc. - Class A Ordinary Shares,NASDAK,US
MAMO,Massimo Group - Common Stock,NASDAK,US
MANH,"Manhattan Associates, Inc. - Common Stock",NASDAK,US
MAPS,"WM Technology, Inc. - Class A Common Stock",NASDAK,US
MAPSW,"WM Technology, Inc. - Warrants",NASDAK,US
MAR,Marriott International - Class A Common Stock,NASDAK,US
MARA,"MARA Holdings, Inc. - Common Stock",NASDAK,US
MARPS,Marine Petroleum Trust - Units of Beneficial Interest,NASDAK,US
MASI,Masimo Corporation - Common Stock,NASDAK,US
MASK,3 E Network Technology Group Ltd - Class A Ordinary Shares,NASDAK,US
MASS,908 Devices Inc. - Common Stock,NASDAK,US
MAT,"Mattel, Inc. - Common Stock",NASDAK,US
MATE,Man Active Trend Enhanced ETF,NASDAK,US
MATH,Metalpha Technology Holding Limited - Ordinary Shares,NASDAK,US
MATW,Matthews International Corporation - Class A Common Stock,NASDAK,US
MAXI,Simplify Bitcoin Strategy PLUS Income ETF,NASDAK,US
MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",NASDAK,US
MAYS,"J. W. Mays, Inc. - Common Stock",NASDAK,US
MAZE,"Maze Therapeutics, Inc. - Common Stock",NASDAK,US
MB,MasterBeef Group - Ordinary Shares,NASDAK,US
MBAI,Check-Cap Ltd. - Ordinary Share,NASDAK,US
MBAV,M3-Brigade Acquisition V Corp. - Class A Ordinary shares,NASDAK,US
MBAVU,M3-Brigade Acquisition V Corp. - Units,NASDAK,US
MBAVW,M3-Brigade Acquisition V Corp. - Warrant,NASDAK,US
MBB,iShares MBS ETF,NASDAK,US
MBBC,"Marathon Bancorp, Inc. - Common Stock",NASDAK,US
MBCN,Middlefield Banc Corp. - Common Stock,NASDAK,US
MBIN,Merchants Bancorp - Common Stock,NASDAK,US
